,a,b,c,weighted_iron_sum(X),coal_count(Y),Ingots
62,0,1,17,18,1.75,1.75
63,0,1,18,19,1.8402777777777777,1.8402777777777777
64,0,1,19,20,1.9305555555555556,1.9305555555555556
65,0,1,20,21,2.0208333333333335,2.0208333333333335
66,0,1,21,22,2.111111111111111,2.111111111111111
67,0,1,22,23,2.201388888888889,2.201388888888889
68,0,1,23,24,2.2916666666666665,2.2916666666666665
69,0,1,24,25,2.3819444444444446,2.3819444444444446
70,0,1,25,26,2.4722222222222223,2.4722222222222223
71,0,1,26,27,2.5625,2.5625
72,0,1,27,28,2.6527777777777777,2.6527777777777777
73,0,1,28,29,2.7430555555555554,2.7430555555555554
74,0,1,29,30,2.8333333333333335,2.8333333333333335
75,0,1,30,31,2.923611111111111,2.923611111111111
76,0,1,31,32,3.013888888888889,3.013888888888889
77,0,1,32,33,3.1041666666666665,3.1041666666666665
78,0,1,33,34,3.1944444444444446,3.1944444444444446
79,0,1,34,35,3.2847222222222223,3.2847222222222223
80,0,1,35,36,3.375,3.375
81,0,1,36,37,3.4652777777777777,3.4652777777777777
82,0,1,37,38,3.5555555555555554,3.5555555555555554
83,0,1,38,39,3.6458333333333335,3.6458333333333335
84,0,1,39,40,3.736111111111111,3.736111111111111
85,0,1,40,41,3.826388888888889,3.826388888888889
86,0,1,41,42,3.9166666666666665,3.9166666666666665
87,0,1,42,43,4.006944444444445,4.006944444444445
88,0,2,0,2,0.4305555555555556,0.4305555555555556
89,0,2,1,3,0.5208333333333334,0.5208333333333334
90,0,2,2,4,0.6111111111111112,0.6111111111111112
91,0,2,3,5,0.7013888888888888,0.7013888888888888
92,0,2,4,6,0.7916666666666666,0.7916666666666666
93,0,2,5,7,0.8819444444444444,0.8819444444444444
94,0,2,6,8,0.9722222222222222,0.9722222222222222
95,0,2,7,9,1.0625,1.0625
96,0,2,8,10,1.1527777777777777,1.1527777777777777
97,0,2,9,11,1.2430555555555556,1.2430555555555556
98,0,2,10,12,1.3333333333333333,1.3333333333333333
99,0,2,11,13,1.4236111111111112,1.4236111111111112
100,0,2,12,14,1.5138888888888888,1.5138888888888888
101,0,2,13,15,1.6041666666666667,1.6041666666666667
102,0,2,14,16,1.6944444444444444,1.6944444444444444
103,0,2,15,17,1.7847222222222223,1.7847222222222223
104,0,2,16,18,1.875,1.875
105,0,2,17,19,1.9652777777777777,1.9652777777777777
106,0,2,18,20,2.0555555555555554,2.0555555555555554
107,0,2,19,21,2.1458333333333335,2.1458333333333335
108,0,2,20,22,2.236111111111111,2.236111111111111
109,0,2,21,23,2.326388888888889,2.326388888888889
110,0,2,22,24,2.4166666666666665,2.4166666666666665
111,0,2,23,25,2.5069444444444446,2.5069444444444446
112,0,2,24,26,2.5972222222222223,2.5972222222222223
113,0,2,25,27,2.6875,2.6875
114,0,2,26,28,2.7777777777777777,2.7777777777777777
115,0,2,27,29,2.8680555555555554,2.8680555555555554
116,0,2,28,30,2.9583333333333335,2.9583333333333335
117,0,2,29,31,3.048611111111111,3.048611111111111
118,0,2,30,32,3.138888888888889,3.138888888888889
119,0,2,31,33,3.2291666666666665,3.2291666666666665
120,0,2,32,34,3.3194444444444446,3.3194444444444446
121,0,2,33,35,3.4097222222222223,3.4097222222222223
122,0,2,34,36,3.5,3.5
123,0,2,35,37,3.5902777777777777,3.5902777777777777
124,0,2,36,38,3.6805555555555554,3.6805555555555554
125,0,2,37,39,3.7708333333333335,3.7708333333333335
126,0,2,38,40,3.861111111111111,3.861111111111111
127,0,2,39,41,3.951388888888889,3.951388888888889
128,0,2,40,42,4.041666666666667,4.041666666666667
129,0,2,41,43,4.131944444444445,4.131944444444445
130,0,3,0,3,0.6458333333333334,0.6458333333333334
131,0,3,1,4,0.7361111111111112,0.7361111111111112
132,0,3,2,5,0.8263888888888888,0.8263888888888888
133,0,3,3,6,0.9166666666666666,0.9166666666666666
134,0,3,4,7,1.0069444444444444,1.0069444444444444
135,0,3,5,8,1.0972222222222223,1.0972222222222223
136,0,3,6,9,1.1875,1.1875
137,0,3,7,10,1.2777777777777777,1.2777777777777777
138,0,3,8,11,1.3680555555555556,1.3680555555555556
139,0,3,9,12,1.4583333333333333,1.4583333333333333
140,0,3,10,13,1.5486111111111112,1.5486111111111112
141,0,3,11,14,1.6388888888888888,1.6388888888888888
142,0,3,12,15,1.7291666666666667,1.7291666666666667
143,0,3,13,16,1.8194444444444444,1.8194444444444444
144,0,3,14,17,1.9097222222222223,1.9097222222222223
145,0,3,15,18,2.0,2.0
146,0,3,16,19,2.0902777777777777,2.0902777777777777
147,0,3,17,20,2.1805555555555554,2.1805555555555554
148,0,3,18,21,2.2708333333333335,2.2708333333333335
149,0,3,19,22,2.361111111111111,2.361111111111111
150,0,3,20,23,2.451388888888889,2.451388888888889
151,0,3,21,24,2.5416666666666665,2.5416666666666665
152,0,3,22,25,2.6319444444444446,2.6319444444444446
153,0,3,23,26,2.7222222222222223,2.7222222222222223
154,0,3,24,27,2.8125,2.8125
155,0,3,25,28,2.9027777777777777,2.9027777777777777
156,0,3,26,29,2.9930555555555554,2.9930555555555554
157,0,3,27,30,3.0833333333333335,3.0833333333333335
158,0,3,28,31,3.173611111111111,3.173611111111111
159,0,3,29,32,3.263888888888889,3.263888888888889
160,0,3,30,33,3.3541666666666665,3.3541666666666665
161,0,3,31,34,3.4444444444444446,3.4444444444444446
162,0,3,32,35,3.5347222222222223,3.5347222222222223
163,0,3,33,36,3.625,3.625
164,0,3,34,37,3.7152777777777777,3.7152777777777777
165,0,3,35,38,3.8055555555555554,3.8055555555555554
166,0,3,36,39,3.8958333333333335,3.8958333333333335
167,0,3,37,40,3.986111111111111,3.986111111111111
168,0,3,38,41,4.076388888888889,4.076388888888889
169,0,3,39,42,4.166666666666667,4.166666666666667
170,0,3,40,43,4.256944444444445,4.256944444444445
171,0,4,0,4,0.8611111111111112,0.8611111111111112
172,0,4,1,5,0.9513888888888888,0.9513888888888888
173,0,4,2,6,1.0416666666666667,1.0416666666666667
174,0,4,3,7,1.1319444444444444,1.1319444444444444
175,0,4,4,8,1.2222222222222223,1.2222222222222223
176,0,4,5,9,1.3125,1.3125
177,0,4,6,10,1.4027777777777777,1.4027777777777777
178,0,4,7,11,1.4930555555555556,1.4930555555555556
179,0,4,8,12,1.5833333333333333,1.5833333333333333
180,0,4,9,13,1.6736111111111112,1.6736111111111112
181,0,4,10,14,1.7638888888888888,1.7638888888888888
182,0,4,11,15,1.8541666666666667,1.8541666666666667
183,0,4,12,16,1.9444444444444444,1.9444444444444444
184,0,4,13,17,2.0347222222222223,2.0347222222222223
185,0,4,14,18,2.125,2.125
186,0,4,15,19,2.2152777777777777,2.2152777777777777
187,0,4,16,20,2.3055555555555554,2.3055555555555554
188,0,4,17,21,2.3958333333333335,2.3958333333333335
189,0,4,18,22,2.486111111111111,2.486111111111111
190,0,4,19,23,2.576388888888889,2.576388888888889
191,0,4,20,24,2.6666666666666665,2.6666666666666665
192,0,4,21,25,2.7569444444444446,2.7569444444444446
193,0,4,22,26,2.8472222222222223,2.8472222222222223
194,0,4,23,27,2.9375,2.9375
195,0,4,24,28,3.0277777777777777,3.0277777777777777
196,0,4,25,29,3.1180555555555554,3.1180555555555554
197,0,4,26,30,3.2083333333333335,3.2083333333333335
198,0,4,27,31,3.298611111111111,3.298611111111111
199,0,4,28,32,3.388888888888889,3.388888888888889
200,0,4,29,33,3.4791666666666665,3.4791666666666665
201,0,4,30,34,3.5694444444444446,3.5694444444444446
202,0,4,31,35,3.6597222222222223,3.6597222222222223
203,0,4,32,36,3.75,3.75
204,0,4,33,37,3.8402777777777777,3.8402777777777777
205,0,4,34,38,3.9305555555555554,3.9305555555555554
206,0,4,35,39,4.020833333333333,4.020833333333333
207,0,4,36,40,4.111111111111111,4.111111111111111
208,0,4,37,41,4.201388888888889,4.201388888888889
209,0,4,38,42,4.291666666666667,4.291666666666667
210,0,4,39,43,4.381944444444445,4.381944444444445
211,0,5,0,5,1.0763888888888888,1.0763888888888888
212,0,5,1,6,1.1666666666666667,1.1666666666666667
213,0,5,2,7,1.2569444444444444,1.2569444444444444
214,0,5,3,8,1.3472222222222223,1.3472222222222223
215,0,5,4,9,1.4375,1.4375
216,0,5,5,10,1.5277777777777777,1.5277777777777777
217,0,5,6,11,1.6180555555555556,1.6180555555555556
218,0,5,7,12,1.7083333333333333,1.7083333333333333
219,0,5,8,13,1.7986111111111112,1.7986111111111112
220,0,5,9,14,1.8888888888888888,1.8888888888888888
221,0,5,10,15,1.9791666666666667,1.9791666666666667
222,0,5,11,16,2.0694444444444446,2.0694444444444446
223,0,5,12,17,2.1597222222222223,2.1597222222222223
224,0,5,13,18,2.25,2.25
225,0,5,14,19,2.3402777777777777,2.3402777777777777
226,0,5,15,20,2.4305555555555554,2.4305555555555554
227,0,5,16,21,2.5208333333333335,2.5208333333333335
228,0,5,17,22,2.611111111111111,2.611111111111111
229,0,5,18,23,2.701388888888889,2.701388888888889
230,0,5,19,24,2.7916666666666665,2.7916666666666665
231,0,5,20,25,2.8819444444444446,2.8819444444444446
232,0,5,21,26,2.9722222222222223,2.9722222222222223
233,0,5,22,27,3.0625,3.0625
234,0,5,23,28,3.1527777777777777,3.1527777777777777
235,0,5,24,29,3.2430555555555554,3.2430555555555554
236,0,5,25,30,3.3333333333333335,3.3333333333333335
237,0,5,26,31,3.423611111111111,3.423611111111111
238,0,5,27,32,3.513888888888889,3.513888888888889
239,0,5,28,33,3.6041666666666665,3.6041666666666665
240,0,5,29,34,3.6944444444444446,3.6944444444444446
241,0,5,30,35,3.7847222222222223,3.7847222222222223
242,0,5,31,36,3.875,3.875
243,0,5,32,37,3.9652777777777777,3.9652777777777777
244,0,5,33,38,4.055555555555555,4.055555555555555
245,0,5,34,39,4.145833333333333,4.145833333333333
246,0,5,35,40,4.236111111111111,4.236111111111111
247,0,5,36,41,4.326388888888889,4.326388888888889
248,0,5,37,42,4.416666666666667,4.416666666666667
249,0,5,38,43,4.506944444444445,4.506944444444445
250,0,6,0,6,1.2916666666666667,1.2916666666666667
251,0,6,1,7,1.3819444444444444,1.3819444444444444
252,0,6,2,8,1.4722222222222223,1.4722222222222223
253,0,6,3,9,1.5625,1.5625
254,0,6,4,10,1.6527777777777777,1.6527777777777777
255,0,6,5,11,1.7430555555555556,1.7430555555555556
256,0,6,6,12,1.8333333333333333,1.8333333333333333
257,0,6,7,13,1.9236111111111112,1.9236111111111112
258,0,6,8,14,2.013888888888889,2.013888888888889
259,0,6,9,15,2.1041666666666665,2.1041666666666665
260,0,6,10,16,2.1944444444444446,2.1944444444444446
261,0,6,11,17,2.2847222222222223,2.2847222222222223
262,0,6,12,18,2.375,2.375
263,0,6,13,19,2.4652777777777777,2.4652777777777777
264,0,6,14,20,2.5555555555555554,2.5555555555555554
265,0,6,15,21,2.6458333333333335,2.6458333333333335
266,0,6,16,22,2.736111111111111,2.736111111111111
267,0,6,17,23,2.826388888888889,2.826388888888889
268,0,6,18,24,2.9166666666666665,2.9166666666666665
269,0,6,19,25,3.0069444444444446,3.0069444444444446
270,0,6,20,26,3.0972222222222223,3.0972222222222223
271,0,6,21,27,3.1875,3.1875
272,0,6,22,28,3.2777777777777777,3.2777777777777777
273,0,6,23,29,3.3680555555555554,3.3680555555555554
274,0,6,24,30,3.4583333333333335,3.4583333333333335
275,0,6,25,31,3.548611111111111,3.548611111111111
276,0,6,26,32,3.638888888888889,3.638888888888889
277,0,6,27,33,3.7291666666666665,3.7291666666666665
278,0,6,28,34,3.8194444444444446,3.8194444444444446
279,0,6,29,35,3.9097222222222223,3.9097222222222223
280,0,6,30,36,4.0,4.0
281,0,6,31,37,4.090277777777778,4.090277777777778
282,0,6,32,38,4.180555555555555,4.180555555555555
283,0,6,33,39,4.270833333333333,4.270833333333333
284,0,6,34,40,4.361111111111111,4.361111111111111
285,0,6,35,41,4.451388888888889,4.451388888888889
286,0,6,36,42,4.541666666666667,4.541666666666667
287,0,6,37,43,4.631944444444445,4.631944444444445
288,0,7,0,7,1.5069444444444444,1.5069444444444444
289,0,7,1,8,1.5972222222222223,1.5972222222222223
290,0,7,2,9,1.6875,1.6875
291,0,7,3,10,1.7777777777777777,1.7777777777777777
292,0,7,4,11,1.8680555555555556,1.8680555555555556
293,0,7,5,12,1.9583333333333333,1.9583333333333333
294,0,7,6,13,2.048611111111111,2.048611111111111
295,0,7,7,14,2.138888888888889,2.138888888888889
296,0,7,8,15,2.2291666666666665,2.2291666666666665
297,0,7,9,16,2.3194444444444446,2.3194444444444446
298,0,7,10,17,2.4097222222222223,2.4097222222222223
299,0,7,11,18,2.5,2.5
300,0,7,12,19,2.5902777777777777,2.5902777777777777
301,0,7,13,20,2.6805555555555554,2.6805555555555554
302,0,7,14,21,2.7708333333333335,2.7708333333333335
303,0,7,15,22,2.861111111111111,2.861111111111111
304,0,7,16,23,2.951388888888889,2.951388888888889
305,0,7,17,24,3.0416666666666665,3.0416666666666665
306,0,7,18,25,3.1319444444444446,3.1319444444444446
307,0,7,19,26,3.2222222222222223,3.2222222222222223
308,0,7,20,27,3.3125,3.3125
309,0,7,21,28,3.4027777777777777,3.4027777777777777
310,0,7,22,29,3.4930555555555554,3.4930555555555554
311,0,7,23,30,3.5833333333333335,3.5833333333333335
312,0,7,24,31,3.673611111111111,3.673611111111111
313,0,7,25,32,3.763888888888889,3.763888888888889
314,0,7,26,33,3.8541666666666665,3.8541666666666665
315,0,7,27,34,3.9444444444444446,3.9444444444444446
316,0,7,28,35,4.034722222222222,4.034722222222222
317,0,7,29,36,4.125,4.125
318,0,7,30,37,4.215277777777778,4.215277777777778
319,0,7,31,38,4.305555555555555,4.305555555555555
320,0,7,32,39,4.395833333333333,4.395833333333333
321,0,7,33,40,4.486111111111111,4.486111111111111
322,0,7,34,41,4.576388888888889,4.576388888888889
323,0,7,35,42,4.666666666666667,4.666666666666667
324,0,7,36,43,4.756944444444445,4.756944444444445
325,0,8,0,8,1.7222222222222223,1.7222222222222223
326,0,8,1,9,1.8125,1.8125
327,0,8,2,10,1.9027777777777777,1.9027777777777777
328,0,8,3,11,1.9930555555555556,1.9930555555555556
329,0,8,4,12,2.0833333333333335,2.0833333333333335
330,0,8,5,13,2.173611111111111,2.173611111111111
331,0,8,6,14,2.263888888888889,2.263888888888889
332,0,8,7,15,2.3541666666666665,2.3541666666666665
333,0,8,8,16,2.4444444444444446,2.4444444444444446
334,0,8,9,17,2.5347222222222223,2.5347222222222223
335,0,8,10,18,2.625,2.625
336,0,8,11,19,2.7152777777777777,2.7152777777777777
337,0,8,12,20,2.8055555555555554,2.8055555555555554
338,0,8,13,21,2.8958333333333335,2.8958333333333335
339,0,8,14,22,2.986111111111111,2.986111111111111
340,0,8,15,23,3.076388888888889,3.076388888888889
341,0,8,16,24,3.1666666666666665,3.1666666666666665
342,0,8,17,25,3.2569444444444446,3.2569444444444446
343,0,8,18,26,3.3472222222222223,3.3472222222222223
344,0,8,19,27,3.4375,3.4375
345,0,8,20,28,3.5277777777777777,3.5277777777777777
346,0,8,21,29,3.6180555555555554,3.6180555555555554
347,0,8,22,30,3.7083333333333335,3.7083333333333335
348,0,8,23,31,3.798611111111111,3.798611111111111
349,0,8,24,32,3.888888888888889,3.888888888888889
350,0,8,25,33,3.9791666666666665,3.9791666666666665
351,0,8,26,34,4.069444444444445,4.069444444444445
352,0,8,27,35,4.159722222222222,4.159722222222222
353,0,8,28,36,4.25,4.25
354,0,8,29,37,4.340277777777778,4.340277777777778
355,0,8,30,38,4.430555555555555,4.430555555555555
356,0,8,31,39,4.520833333333333,4.520833333333333
357,0,8,32,40,4.611111111111111,4.611111111111111
358,0,8,33,41,4.701388888888889,4.701388888888889
359,0,8,34,42,4.791666666666667,4.791666666666667
360,0,8,35,43,4.881944444444445,4.881944444444445
361,0,9,0,9,1.9375,1.9375
362,0,9,1,10,2.0277777777777777,2.0277777777777777
363,0,9,2,11,2.1180555555555554,2.1180555555555554
364,0,9,3,12,2.2083333333333335,2.2083333333333335
365,0,9,4,13,2.298611111111111,2.298611111111111
366,0,9,5,14,2.388888888888889,2.388888888888889
367,0,9,6,15,2.4791666666666665,2.4791666666666665
368,0,9,7,16,2.5694444444444446,2.5694444444444446
369,0,9,8,17,2.6597222222222223,2.6597222222222223
370,0,9,9,18,2.75,2.75
371,0,9,10,19,2.8402777777777777,2.8402777777777777
372,0,9,11,20,2.9305555555555554,2.9305555555555554
373,0,9,12,21,3.0208333333333335,3.0208333333333335
374,0,9,13,22,3.111111111111111,3.111111111111111
375,0,9,14,23,3.201388888888889,3.201388888888889
376,0,9,15,24,3.2916666666666665,3.2916666666666665
377,0,9,16,25,3.3819444444444446,3.3819444444444446
378,0,9,17,26,3.4722222222222223,3.4722222222222223
379,0,9,18,27,3.5625,3.5625
380,0,9,19,28,3.6527777777777777,3.6527777777777777
381,0,9,20,29,3.7430555555555554,3.7430555555555554
382,0,9,21,30,3.8333333333333335,3.8333333333333335
383,0,9,22,31,3.923611111111111,3.923611111111111
384,0,9,23,32,4.013888888888889,4.013888888888889
385,0,9,24,33,4.104166666666667,4.104166666666667
386,0,9,25,34,4.194444444444445,4.194444444444445
387,0,9,26,35,4.284722222222222,4.284722222222222
388,0,9,27,36,4.375,4.375
389,0,9,28,37,4.465277777777778,4.465277777777778
390,0,9,29,38,4.555555555555555,4.555555555555555
391,0,9,30,39,4.645833333333333,4.645833333333333
392,0,9,31,40,4.736111111111111,4.736111111111111
393,0,9,32,41,4.826388888888889,4.826388888888889
394,0,9,33,42,4.916666666666667,4.916666666666667
395,0,10,0,10,2.1527777777777777,2.1527777777777777
396,0,10,1,11,2.2430555555555554,2.2430555555555554
397,0,10,2,12,2.3333333333333335,2.3333333333333335
398,0,10,3,13,2.423611111111111,2.423611111111111
399,0,10,4,14,2.513888888888889,2.513888888888889
400,0,10,5,15,2.6041666666666665,2.6041666666666665
401,0,10,6,16,2.6944444444444446,2.6944444444444446
402,0,10,7,17,2.7847222222222223,2.7847222222222223
403,0,10,8,18,2.875,2.875
404,0,10,9,19,2.9652777777777777,2.9652777777777777
405,0,10,10,20,3.0555555555555554,3.0555555555555554
406,0,10,11,21,3.1458333333333335,3.1458333333333335
407,0,10,12,22,3.236111111111111,3.236111111111111
408,0,10,13,23,3.326388888888889,3.326388888888889
409,0,10,14,24,3.4166666666666665,3.4166666666666665
410,0,10,15,25,3.5069444444444446,3.5069444444444446
411,0,10,16,26,3.5972222222222223,3.5972222222222223
412,0,10,17,27,3.6875,3.6875
413,0,10,18,28,3.7777777777777777,3.7777777777777777
414,0,10,19,29,3.8680555555555554,3.8680555555555554
415,0,10,20,30,3.9583333333333335,3.9583333333333335
416,0,10,21,31,4.048611111111111,4.048611111111111
417,0,10,22,32,4.138888888888889,4.138888888888889
418,0,10,23,33,4.229166666666667,4.229166666666667
419,0,10,24,34,4.319444444444445,4.319444444444445
420,0,10,25,35,4.409722222222222,4.409722222222222
421,0,10,26,36,4.5,4.5
422,0,10,27,37,4.590277777777778,4.590277777777778
423,0,10,28,38,4.680555555555555,4.680555555555555
424,0,10,29,39,4.770833333333333,4.770833333333333
425,0,10,30,40,4.861111111111111,4.861111111111111
426,0,10,31,41,4.951388888888889,4.951388888888889
427,0,10,32,42,5.041666666666667,5.041666666666667
428,0,11,0,11,2.3680555555555554,2.3680555555555554
429,0,11,1,12,2.4583333333333335,2.4583333333333335
430,0,11,2,13,2.548611111111111,2.548611111111111
431,0,11,3,14,2.638888888888889,2.638888888888889
432,0,11,4,15,2.7291666666666665,2.7291666666666665
433,0,11,5,16,2.8194444444444446,2.8194444444444446
434,0,11,6,17,2.9097222222222223,2.9097222222222223
435,0,11,7,18,3.0,3.0
436,0,11,8,19,3.0902777777777777,3.0902777777777777
437,0,11,9,20,3.1805555555555554,3.1805555555555554
438,0,11,10,21,3.2708333333333335,3.2708333333333335
439,0,11,11,22,3.361111111111111,3.361111111111111
440,0,11,12,23,3.451388888888889,3.451388888888889
441,0,11,13,24,3.5416666666666665,3.5416666666666665
442,0,11,14,25,3.6319444444444446,3.6319444444444446
443,0,11,15,26,3.7222222222222223,3.7222222222222223
444,0,11,16,27,3.8125,3.8125
445,0,11,17,28,3.9027777777777777,3.9027777777777777
446,0,11,18,29,3.9930555555555554,3.9930555555555554
447,0,11,19,30,4.083333333333333,4.083333333333333
448,0,11,20,31,4.173611111111111,4.173611111111111
449,0,11,21,32,4.263888888888889,4.263888888888889
450,0,11,22,33,4.354166666666667,4.354166666666667
451,0,11,23,34,4.444444444444445,4.444444444444445
452,0,11,24,35,4.534722222222222,4.534722222222222
453,0,11,25,36,4.625,4.625
454,0,11,26,37,4.715277777777778,4.715277777777778
455,0,11,27,38,4.805555555555555,4.805555555555555
456,0,11,28,39,4.895833333333333,4.895833333333333
457,0,11,29,40,4.986111111111111,4.986111111111111
458,0,11,30,41,5.076388888888889,5.076388888888889
459,0,11,31,42,5.166666666666667,5.166666666666667
460,0,12,0,12,2.5833333333333335,2.5833333333333335
461,0,12,1,13,2.673611111111111,2.673611111111111
462,0,12,2,14,2.763888888888889,2.763888888888889
463,0,12,3,15,2.8541666666666665,2.8541666666666665
464,0,12,4,16,2.9444444444444446,2.9444444444444446
465,0,12,5,17,3.0347222222222223,3.0347222222222223
466,0,12,6,18,3.125,3.125
467,0,12,7,19,3.2152777777777777,3.2152777777777777
468,0,12,8,20,3.3055555555555554,3.3055555555555554
469,0,12,9,21,3.3958333333333335,3.3958333333333335
470,0,12,10,22,3.486111111111111,3.486111111111111
471,0,12,11,23,3.576388888888889,3.576388888888889
472,0,12,12,24,3.6666666666666665,3.6666666666666665
473,0,12,13,25,3.7569444444444446,3.7569444444444446
474,0,12,14,26,3.8472222222222223,3.8472222222222223
475,0,12,15,27,3.9375,3.9375
476,0,12,16,28,4.027777777777778,4.027777777777778
477,0,12,17,29,4.118055555555555,4.118055555555555
478,0,12,18,30,4.208333333333333,4.208333333333333
479,0,12,19,31,4.298611111111111,4.298611111111111
480,0,12,20,32,4.388888888888889,4.388888888888889
481,0,12,21,33,4.479166666666667,4.479166666666667
482,0,12,22,34,4.569444444444445,4.569444444444445
483,0,12,23,35,4.659722222222222,4.659722222222222
484,0,12,24,36,4.75,4.75
485,0,12,25,37,4.840277777777778,4.840277777777778
486,0,12,26,38,4.930555555555555,4.930555555555555
487,0,12,27,39,5.020833333333333,5.020833333333333
488,0,12,28,40,5.111111111111111,5.111111111111111
489,0,12,29,41,5.201388888888889,5.201388888888889
490,0,12,30,42,5.291666666666667,5.291666666666667
491,0,13,0,13,2.798611111111111,2.798611111111111
492,0,13,1,14,2.888888888888889,2.888888888888889
493,0,13,2,15,2.9791666666666665,2.9791666666666665
494,0,13,3,16,3.0694444444444446,3.0694444444444446
495,0,13,4,17,3.1597222222222223,3.1597222222222223
496,0,13,5,18,3.25,3.25
497,0,13,6,19,3.3402777777777777,3.3402777777777777
498,0,13,7,20,3.4305555555555554,3.4305555555555554
499,0,13,8,21,3.5208333333333335,3.5208333333333335
500,0,13,9,22,3.611111111111111,3.611111111111111
501,0,13,10,23,3.701388888888889,3.701388888888889
502,0,13,11,24,3.7916666666666665,3.7916666666666665
503,0,13,12,25,3.8819444444444446,3.8819444444444446
504,0,13,13,26,3.9722222222222223,3.9722222222222223
505,0,13,14,27,4.0625,4.0625
506,0,13,15,28,4.152777777777778,4.152777777777778
507,0,13,16,29,4.243055555555555,4.243055555555555
508,0,13,17,30,4.333333333333333,4.333333333333333
509,0,13,18,31,4.423611111111111,4.423611111111111
510,0,13,19,32,4.513888888888889,4.513888888888889
511,0,13,20,33,4.604166666666667,4.604166666666667
512,0,13,21,34,4.694444444444445,4.694444444444445
513,0,13,22,35,4.784722222222222,4.784722222222222
514,0,13,23,36,4.875,4.875
515,0,13,24,37,4.965277777777778,4.965277777777778
516,0,13,25,38,5.055555555555555,5.055555555555555
517,0,13,26,39,5.145833333333333,5.145833333333333
518,0,13,27,40,5.236111111111111,5.236111111111111
519,0,13,28,41,5.326388888888889,5.326388888888889
520,0,13,29,42,5.416666666666667,5.416666666666667
521,0,14,0,14,3.013888888888889,3.013888888888889
522,0,14,1,15,3.1041666666666665,3.1041666666666665
523,0,14,2,16,3.1944444444444446,3.1944444444444446
524,0,14,3,17,3.2847222222222223,3.2847222222222223
525,0,14,4,18,3.375,3.375
526,0,14,5,19,3.4652777777777777,3.4652777777777777
